seriesID,year,period,periodName,value
LNU04000000,2017,M06,June,4.5
LNU04000000,2017,M07,July,4.6
LNU04000000,2017,M08,August,4.5
LNU04000000,2017,M09,September,4.1
LNU04000000,2017,M10,October,3.9
LNU04000000,2017,M11,November,3.9
LNU04000000,2017,M12,December,3.9
LNU04000000,2018,M01,January,4.5
LNU04000000,2018,M02,February,4.4
LNU04000000,2018,M03,March,4.1
LNU04000000,2018,M04,April,3.7
LNU04000000,2018,M05,May,3.6
LNU04000000,2018,M06,June,4.2
LNU04000000,2018,M07,July,4.1
LNU04000000,2018,M08,August,3.9
LNU04000000,2018,M09,September,3.6
LNU04000000,2018,M10,October,3.5
LNU04000000,2018,M11,November,3.5
LNU04000000,2018,M12,December,3.7
LNU04000000,2019,M01,January,4.4
LNU04000000,2019,M02,February,4.1
LNU04000000,2019,M03,March,3.9
LNU04000000,2019,M04,April,3.3
LNU04000000,2019,M05,May,3.4
LNU04000000,2019,M06,June,3.8
LNU04000000,2019,M07,July,4.0
LNU04000000,2019,M08,August,3.8
LNU04000000,2019,M09,September,3.3
LNU04000000,2019,M10,October,3.3
LNU04000000,2019,M11,November,3.3
LNU04000000,2019,M12,December,3.4
LNU04000000,2020,M01,January,4.0
LNU04000000,2020,M02,February,3.8
LNU04000000,2020,M03,March,4.5
LNU04000000,2020,M04,April,14.4
LNU04000000,2020,M05,May,13.0
LNU04000000,2020,M06,June,11.2
LNU04000000,2020,M07,July,10.5
LNU04000000,2020,M08,August,8.5
LNU04000000,2020,M09,September,7.7
LNU04000000,2020,M10,October,6.6
LNU04000000,2020,M11,November,6.4
LNU04000000,2020,M12,December,6.5
LNU04000000,2021,M01,January,6.8
LNU04000000,2021,M02,February,6.6
LNU04000000,2021,M03,March,6.2
LNU04000000,2021,M04,April,5.7
LNU04000000,2021,M05,May,5.5
LNU04000000,2021,M06,June,6.1
LNU04000000,2021,M07,July,5.7
LNU04000000,2021,M08,August,5.3
LNU04000000,2021,M09,September,4.6
LNU04000000,2021,M10,October,4.3
LNU04000000,2021,M11,November,3.9
LNU04000000,2021,M12,December,3.7
LNU04000000,2022,M01,January,4.4
LNU04000000,2022,M02,February,4.1
LNU04000000,2022,M03,March,3.8
LNU04000000,2022,M04,April,3.3
LNU04000000,2022,M05,May,3.4
LNU04000000,2022,M06,June,3.8
LNU04000000,2022,M07,July,3.8
LNU04000000,2022,M08,August,3.8
LNU04000000,2022,M09,September,3.3
LNU04000000,2022,M10,October,3.4
LNU04000000,2022,M11,November,3.4
LNU04000000,2022,M12,December,3.3
LNU04000000,2023,M01,January,3.9
LNU04000000,2023,M02,February,3.9
LNU04000000,2023,M03,March,3.6
LNU04000000,2023,M04,April,3.1
LNU04000000,2023,M05,May,3.4
LNU04000000,2023,M06,June,3.8
LNU04000000,2023,M07,July,3.8
